date,city_id,max_temp,total_precip,anomaly_score
2024-02-05,GB_LON,15.619147416949275,45.0,-0.14582229666416646
2023-02-14,GB_LON,17.037539289781616,14.883445819408811,-0.09516278910348963
2023-11-04,GB_LON,3.5051509586702627,11.42575977359987,-0.09458283401795997
2024-06-18,GB_LON,13.831536938793642,12.810945761268286,-0.0873708414888289
2023-10-23,GB_LON,2.338763973686726,10.54386395347333,-0.08341870989518319
2024-05-07,GB_LON,21.21953607850468,11.217492461418113,-0.07558688841305972
2023-09-02,GB_LON,1.7992851461530912,9.69652653072047,-0.0718911892939249
2025-04-03,GB_LON,22.269785685994254,10.779776217720167,-0.0677011321175568
2023-07-16,GB_LON,8.76206332278838,10.278993349414609,-0.056920131931178286
2025-11-06,GB_LON,8.252464792842126,10.182082527884921,-0.053961574937566814
